country,city,year,ph,sulphates,chlorides
China,Puyang,2019,92.02542877,0,0
China,Puyang Shi,2018,2.376348734,15.33448982,81.34957123
China,Puyang Shi,2019,58.3777771,0.471374363,30.78948784
China,Qi Xing Guan Qu,2015,15.16597271,0,69.9227829
China,Qi Xing Guan Qu,2016,77.62210083,1.589695096,20.62492561
China,Qiandongnan,2016,93.98928833,1.517410159,0
China,Qianjin Qu,2015,43.99368668,1.463434458,54.23914337
China,Qianjin Qu,2016,18.26079941,2.59407115,78.81782532
China,Qiannan,2017,65.54174805,0.382848352,33.21363068
China,Qiannan,2018,62.86384583,0.566547334,34.97148514
China,Qianxinan,2017,78.5088501,8.038146019,11.17350101
China,Qianxinan,2018,65.85527802,0.314936697,32.28271484
China,Qiaocheng District,2015,40.82369232,31.57888985,22.75012398
China,Qiaocheng District,2016,63.76265717,0.560296893,34.83177567
China,Qiaocheng Qu,2015,51.58822632,0.52895689,37.16182709
China,Qiaocheng Qu,2016,55.5132103,0.055556688,23.62800407
China,Qiaocheng Qu,2018,64.57085419,0.235435054,31.75239563
China,Qiaocheng Qu,2019,49.77515793,0.560306311,44.24773026
China,Qiaodong Qu,2018,63.42301178,0.343920529,16.7866478
China,Qiaodong Qu,2019,38.08499527,0.602277339,53.78025055
China,Qiaoxi Qu,2018,22.38804436,3.039613008,71.84557343
China,Qiaoxi Qu,2019,24.50156784,0.277152449,65.87261963
China,Qibin Qu,2015,52.17136002,1.091240525,41.22199249
China,Qibin Qu,2016,62.91952896,0.483216465,34.0331192
China,Qibin Qu,2018,40.57687378,1.604931951,55.15024567
China,Qibin Qu,2019,59.72809601,0.201663822,39.5927887
China,Qilihe Qu,2018,36.57902908,3.02479291,50.400177
China,Qilin Qu,2018,79.18776703,1.008521438,0
China,Qilin Qu,2019,63.6105423,0,19.60342026
China,Qindu District,2018,60.43270493,0,25.10856819
China,Qindu District,2019,57.30293274,6.555751324,29.09643173
China,Qindu Qu,2018,63.13679886,0.01009925,24.73132324
China,Qindu Qu,2019,40.44365692,1.108129263,38.4793396
China,Qingcheng District,2018,65.46676636,0,0
China,Qingcheng District,2019,66.89042664,0.204321191,30.98432732
China,Qingcheng Qu,2018,59.55939865,8.589050293,30.66067505
China,Qingcheng Qu,2019,40.70724487,0.129046306,40.79656982
China,Qingdao,2014,49.52642059,25.51152039,22.49609375
China,Qingdao,2015,62.40465164,0,0
China,Qingdao,2016,84.57888031,3.25957489,10.97397137
China,Qingdao,2017,44.27635956,0.05510883,40.72746277
China,Qingdao,2018,72.78560638,0,15.94157696
China,Qingdao Shi,2018,28.71839905,0.495387971,68.51351166
China,Qingdao Shi,2019,17.23228836,6.004955292,67.27079773
China,Qingjiangpu Qu,2018,22.64775848,0.202179074,76.95104218
China,Qingjiangpu Qu,2019,3.246770859,34.21170425,61.78322601
China,Qingpu Qu,2018,2.809656858,17.27625275,78.85812378
China,Qingpu Qu,2019,7.902727604,6.65794611,8.047769547
China,Qingshan Qu,2018,8.593008995,50.31639481,40.01765442
China,Qingshan Qu,2019,8.881966591,90.29813385,7.45E-09
China,Qingshanhu Qu,2018,2.620914221,15.00979233,81.28646088
China,Qingshanhu Qu,2019,4.856135368,43.81358719,50.58979416
China,Qingxiu District,2018,17.14900208,65.81433105,15.46393299
China,Qingxiu District,2019,6.149492741,58.02030182,34.35530472
China,Qingxiu Qu,2018,8.609016418,88.0639267,2.048392296
China,Qingxiu Qu,2019,3.55030632,28.65358353,66.55102539
China,Qingyang,2017,2.588508606,13.05165958,72.10906982
China,Qingyang,2018,8.883712769,90.31588745,0
China,Qingyang Qu,2018,6.008220196,55.73175812,37.37910461
China,Qingyang Qu,2019,8.243686676,86.42636871,5.110948563
China,Qingyang Shi,2018,8.640342712,87.49234009,2.44072032
China,Qingyang Shi,2019,7.990649223,79.62230682,11.27754784
China,Qingyuan,2014,3.116705179,21.02300262,74.4905777
China,Qingyuan,2015,1.896492243,12.36642075,83.19869232
China,Qingyuan,2016,7.570778847,74.55122375,16.88367653
China,Qingyuan,2017,8.295476913,83.4996109,5.840532303
China,Qingyuan,2018,8.852737427,90.00099945,0
China,Qingyuan Qu,2015,8.542908669,88.13298035,2.503142595
China,Qingyuan Qu,2016,2.619008064,13.11398029,82.88319397
China,Qingyuan Qu,2018,8.896499634,90.44589996,0
China,Qingyuan Qu,2019,5.93830204,58.81296539,34.27308273
China,Qingyuan Shi,2018,2.961932182,24.96792984,71.01951599
China,Qingyuan Shi,2019,8.891446114,90.39455414,4.66E-10
China,Qingyunpu Qu,2018,3.441007137,25.2852993,69.59186554
China,Qingyunpu Qu,2019,5.873977184,59.71752548,0
China,Qinhuai Qu,2018,3.792411089,23.34827423,70.90307617
China,Qinhuai Qu,2019,8.896920204,90.45018005,0
China,Qinhuangdao,2014,4.160972595,35.06129837,59.35928726
China,Qinhuangdao,2015,8.9237957,90.72340393,0
China,Qinhuangdao,2016,3.785650253,29.16563988,65.1164093
China,Qinhuangdao,2017,8.563937187,87.94893646,2.582796574
China,Qinhuangdao,2018,8.808667183,89.55293274,0
China,Qinnan Qu,2015,2.385363102,16.36938858,78.508255
China,Qinnan Qu,2016,2.339675903,13.39916325,72.56399536
China,Qinnan Qu,2018,7.550727844,74.41981506,16.37763023
China,Qinnan Qu,2019,3.24713707,22.53040886,73.22380829
China,Qinzhou,2017,8.880647659,90.28475189,0
China,Qinzhou,2018,2.537596703,14.55747414,81.301651
China,Qinzhou Qu,2018,5.374948978,48.11222839,45.63237
China,Qinzhou Qu,2019,7.429297447,73.29916382,18.50740623
China,Qinzhou Shi,2015,8.903713226,90.51928711,0
China,Qinzhou Shi,2016,7.540435314,75.77690125,15.86186314
China,Qiqihaer Shi,2018,2.75760746,16.58190536,80.01216125
China,Qiqihaer Shi,2019,12.43938923,50.9636116,35.63256073
China,Qiqihar,2014,2.600484371,14.89277267,80.65272522
China,Qiqihar,2015,2.769004822,27.62907028,67.95140839
China,Qiqihar,2016,3.047101498,14.45996666,80.71644592
China,Qiqihar,2017,7.174411774,69.85995483,21.50554085
China,Qiqihar,2018,2.424924374,13.91215324,77.80096436
China,Qitaihe,2017,6.560471535,68.73538971,23.7744751
China,Qitaihe,2018,3.858215094,30.57335854,61.320755
China,Qixia District,2018,6.233449936,58.5486908,33.69651794
China,Qixia District,2019,5.152440548,46.37511826,47.83261108
China,Qixia Road,2018,7.817537785,79.47666168,0
China,Qixing District,2018,8.871991158,90.19670868,0
China,Qixing District,2019,8.81405735,89.60774231,3.73E-09
China,Qixingguan Qu,2015,8.630864143,87.84503174,2.234637499
China,Qixingguan Qu,2016,8.133653641,81.29245758,9.766485214
China,Qixingguan Qu,2018,8.870010376,90.17658997,0
China,Qixingguan Qu,2019,3.763338804,30.09647369,62.55917358
China,Qiyi Road,2018,8.208176613,85.17656708,5.437872887
China,Qiyi Road,2019,8.914669037,90.63063049,0
China,Qonggyai County,2018,18.10469246,74.21638489,6.902125359
China,Qonggyai County,2019,8.923443794,90.71985626,0
China,Qu Jiang Shang Quan,2018,4.483204365,38.54180908,54.98966217
China,Qu Jiang Shang Quan,2019,6.733757019,64.94797516,27.45213699
China,Quanzhou,2014,5.462790012,55.53721237,0
China,Quanzhou,2015,2.617074966,14.98781204,81.16741943
China,Quanzhou,2016,2.919312954,18.69228554,76.75384521
China,Quanzhou,2017,6.960692883,77.36569977,13.89021873
China,Quanzhou,2018,6.678695202,64.99250793,26.09473038
China,Quanzhou Shi,2018,2.629554749,14.08977509,82.1255722
China,Quanzhou Shi,2019,8.410847664,87.48443604,3.858516455
China,Qujiang Qu,2018,6.674085617,64.23284149,28.20253181
China,Qujiang Qu,2019,8.909589767,90.57901001,0
China,Qujing,2014,4.634542465,38.83541489,52.97443008
China,Qujing,2015,2.605277777,14.92023754,80.8014679
China,Qujing,2016,2.807512522,17.26611328,78.77658844
China,Qujing,2017,8.632379532,88.72432709,1.881625533
China,Qujing,2018,5.436880589,13.34727192,75.56812286
China,Quzhou,2014,7.33220911,75.52484131,16.35089302
China,Quzhou,2015,3.416855335,25.04574776,70.63611603
China,Quzhou,2016,7.123168945,69.87775421,20.63735008
China,Quzhou,2017,8.890277863,90.38262177,0
China,Quzhou,2018,6.284651279,59.99308777,33.10442734
China,Quzhou Shi,2018,4.885635853,42.82440186,50.72343826
China,Quzhou Shi,2019,2.623493671,15.0245676,81.36647797
China,Rang Hu Lu Qu,2018,6.73822403,64.57767487,27.42834663
China,Rang Hu Lu Qu,2019,3.653438807,27.595644,66.69456482
China,Rencheng Qu,2018,8.8934021,90.41439819,0
China,Rencheng Qu,2019,8.911454201,90.59794617,0
China,Renhe Qu,2018,7.649662018,76.06250763,14.84851074
China,Renhe Qu,2019,8.867944717,90.15565491,0
China,Rizhao,2014,8.822403908,89.69259644,0
China,Rizhao,2015,8.922225952,90.70747375,0
China,Rizhao,2016,8.870026588,90.17677307,4.66E-10
China,Rizhao,2017,6.933594704,69.38851166,22.29757118
China,Rizhao,2018,8.923830032,90.72377014,0
China,Rongcheng,2014,8.678025246,88.76576233,2.088700056
China,Rongcheng,2015,4.22038269,43.11638641,1.449160695
China,Rongcheng,2016,2.375728607,14.94954395,75.92844391
China,Rongcheng,2017,3.696312904,28.94226646,66.1669693
China,Rongcheng,2018,2.478989601,14.2052412,77.74552917
China,Rongcheng District,2018,2.665800333,15.6609621,79.92523193
China,Rongcheng District,2019,4.295680523,38.0745163,40.0393219
China,Rongcheng Qu,2018,2.369072914,14.64788437,82.14123535
China,Rongcheng Qu,2019,7.939674854,70.65676117,20.74238396
China,Rongcheng Shi,2018,3.237812042,25.64427185,68.19953156
China,Rongcheng Shi,2019,3.438937664,15.76582241,79.69063568
China,Runzhou Qu,2018,2.595265388,14.86292267,80.49108124
China,Runzhou Qu,2019,3.118486881,21.02236557,74.62172699
China,Rushan,2014,8.93605423,90.84804535,0
China,Rushan,2015,5.02821207,38.02241135,56.16390228
China,Rushan,2016,6.284157753,64.24507904,26.66731071
China,Rushan,2017,8.890892029,90.38890839,0
China,Rushan,2018,2.769706249,17.03410721,77.71244049
China,Rushan,2019,11.53650761,13.19020176,42.80190277
China,Sai Kung,2018,10.03226757,50.44347,25.40327072
China,Sai Kung,2019,3.874582767,33.25960541,61.51011276
China,Saihan Qu,2018,8.170355797,83.69004059,8.082115173
China,Saihan Qu,2019,2.253108978,20.49044991,73.45874786
China,Sangzhuzi Qu,2015,11.85237503,85.7954483,1.045712233
China,Sangzhuzi Qu,2016,8.915307045,90.63709259,0
China,Sangzhuzi Qu,2018,8.691633224,88.36316681,0
China,Sangzhuzi Qu,2019,8.987199783,24.36905289,24.00482368
China,Sanmenxia,2014,6.422148228,23.68644714,47.89658737
China,Sanmenxia,2015,8.917230606,90.65666962,7.45E-09
China,Sanmenxia,2016,0,0,0
China,Sanmenxia,2017,9.006116867,22.76245499,59.29572296
China,Sanmenxia,2018,7.761334896,78.90526581,0
China,Sanmenxia,2019,9.969930649,35.46864319,42.84329605
China,Sanmenxia Shi,2018,8.909144402,90.57445526,0
China,Sanmenxia Shi,2019,3.760160446,29.24646187,32.13650131
China,Sanming,2017,2.535010338,9.362659454,54.11978149
China,Sanming,2018,8.825678825,89.72592163,0
China,Sanshui Qu,2018,9.463395119,3.919752836,59.03781128
China,Sanshui Qu,2019,3.153027058,2.280607462,73.92550659
China,Sanya,2014,8.87699604,90.24760437,0
China,Sanya,2015,0,0,0
China,Sanya,2016,8.932889938,90.81591034,0
China,Sanya,2017,7.567063332,76.93023682,0
China,Sanya,2018,0,0,0
China,Sanyuan Qu,2015,14.07199383,5.363865376,51.06243896
China,Sanyuan Qu,2016,2.432651043,1.673198104,74.60870361
China,Sanyuan Qu,2018,4.0299263,40.9700737,0
China,Sanyuan Qu,2019,5.564698696,33.56797791,13.14930725
China,Shahekou Qu,2018,8.559406281,88.2621994,2.427893639
China,Shahekou Qu,2019,6.712089539,74.42090607,17.74301338
China,Shancheng District,2018,8.217256546,62.85489273,21.6842308
China,Shancheng District,2019,1.632262945,9.404750824,56.5788269
China,Shancheng Qu,2015,8.456776619,17.00338173,69.48116302
China,Shancheng Qu,2016,2.999982357,30.49912453,0
China,Shanghai,2011,9.015455246,35.27856064,46.87892914
China,Shanghai,2012,0,0,0
China,Shanghai,2013,1.690033674,5.97704649,87.41287231
China,Shanghai,2014,6.726691246,72.56409454,20.00252914
China,Shanghai,2015,8.371547699,85.10388947,1.061239362
China,Shanghai,2016,3.920342922,16.47003555,58.10462952
China,Shanghai,2017,8.91392231,90.62307739,0
China,Shanghai,2018,0,0,0
China,Shangluo,2017,6.788613319,59.98975754,7.951029778
China,Shangluo,2018,8.90252018,90.50708008,0
China,Shangluo Shi,2018,7.069769859,75.49319458,16.13918495
China,Shangluo Shi,2019,5.740202904,55.04988098,35.39226151
China,Shangqiu,2017,2.077623844,2.063366175,87.75426483
China,Shangqiu,2018,0,0,0
China,Shangqiu Shi,2015,4.79979229,40.08491898,1.115288734
China,Shangqiu Shi,2016,12.61539936,77.18161011,0.441190988
China,Shangrao,2017,8.750079155,88.95732117,0
China,Shangrao,2018,17.28093147,40.80417252,22.48652267
China,Shangrao Xian,2015,5.965942383,0.303482056,0.73057735
China,Shangrao Xian,2016,7.823550224,79.53784943,0
China,Shangrao Xian,2018,5.20986557,55.13256836,33.65756607
China,Shangrao Xian,2019,8.915575981,90.63982391,0
China,Shangyu District,2018,10.59734726,87.86266327,0.602355123
China,Shangyu District,2019,11.23586464,65.61520386,7.56224966
China,Shangzhou Qu,2015,3.529590607,46.89651108,47.28005981
China,Shangzhou Qu,2016,9.317492485,16.0620594,44.57669067
China,Shangzhou Qu,2018,7.207538128,62.70853424,28.46134758
China,Shangzhou Qu,2019,8.927968979,90.76583099,0
China,Shanhaiguan Qu,2018,10.42197418,84.46422577,1.752423048
China,Shanhaiguan Qu,2019,14.42183399,79.10765076,6.470515251
China,Shanting Qu,2018,4.881509304,35.89032745,1.21307826
China,Shanting Qu,2019,8.574926376,87.17667389,0
China,Shantou,2014,0,0,0
China,Shantou,2015,9.147010803,84.80947113,2.130283117
China,Shantou,2016,0,0,0
China,Shantou,2017,0,0,0
China,Shantou,2018,8.954138756,87.13201141,0.220770821
China,Shantou Shi,2018,8.689178467,75.73130035,0.713670492
China,Shantou Shi,2019,11.33411789,79.05706787,0.608814418
China,Shanwei,2014,8.418613434,85.58748627,0
China,Shanwei,2015,9.955597878,88.30762482,0.73057735
China,Shanwei,2016,8.771397591,89.17410278,0
China,Shanwei,2017,8.592524529,87.35557556,0
China,Shanwei,2018,8.209162712,83.45813751,0
China,Shanwei,2019,8.892343521,90.40365601,7.45E-09
China,Shanwei Shi,2018,5.412852287,55.47977448,2.527673483
China,Shanwei Shi,2019,0.323365748,3.287438869,0
China,Shanyang Qu,2018,20.04950523,52.92601776,13.32972527
China,Shanyang Qu,2019,6.010251999,58.58083344,26.34228516
China,Shaoguan,2014,6.015351772,60.74746704,28.19139099
China,Shaoguan,2015,5.34388113,50.0295639,41.68900299
China,Shaoguan,2016,8.609838486,52.85494995,13.25021172
China,Shaoguan,2017,0.020961642,0.30700472,0.539125681
China,Shaoguan,2018,5.642118931,47.81712723,41.42030334
China,Shaoguan Shi,2018,8.121313095,85.50720978,5.745436192
China,Shaoguan Shi,2019,3.850647211,38.09393311,11.49463558
China,Shaoling Qu,2015,4.62496376,35.5197525,22.35318756
China,Shaoling Qu,2016,5.235517025,52.62470245,34.32426453
China,Shaoling Qu,2018,0.498307228,4.685195923,5.09999752
China,Shaoling Qu,2019,8.13167572,82.99290466,6.479465961
China,Shaoxing,2014,7.994605064,80.20540619,8.863384247
China,Shaoxing,2015,4.148553848,30.9179287,1.649069428
China,Shaoxing,2016,3.037669897,30.84622002,7.519190788
China,Shaoxing,2017,2.803299189,29.16486359,13.61929131
China,Shaoxing,2018,5.665164948,62.60081863,28.85268974
China,Shaoyang,2017,8.545480728,87.93692017,2.069181442
China,Shaoyang,2018,0,0,0
China,Shapingba District,2018,4.487343788,23.23550606,0.687051535
China,Shapingba District,2019,6.508234501,61.5958519,1.189633369
China,Shapotou District,2015,8.799120903,89.45587921,0
China,Shapotou District,2016,9.04799366,83.97373199,2.490458965
China,Shapotou Qu,2015,0,0,0
China,Shapotou Qu,2016,0,0,0
China,Shapotou Qu,2018,9.229152679,85.85536957,0.451319456
China,Shapotou Qu,2019,3.26838398,33.21563721,11.36842823
China,Shashi Qu,2018,2.323035479,23.61706161,0
China,Shashi Qu,2019,8.088962555,82.23613739,0
China,Shayibake Qu,2018,0,0,0
China,Shayibake Qu,2019,7.698387146,78.31490326,2.404620647
China,Shenbei Xinqu,2018,6.860104084,69.74299622,0
China,Shenbei Xinqu,2019,0,0,0
China,Shenhe Qu,2018,7.434225559,76.00753784,0.835404217
China,Shenhe Qu,2019,0,0,0
China,Shenyang,2013,0,0,0
China,Shenyang,2014,0,0,0
China,Shenyang,2015,8.89812088,90.46237946,0
China,Shenyang,2016,10.84621716,58.53575134,21.7192688
China,Shenyang,2017,0,0,0
China,Shenyang,2018,8.326490402,84.65090942,0
China,Shenyang Shi,2018,4.455972672,44.63554001,48.22877502
China,Shenyang Shi,2019,2.53241539,22.67057991,68.39835358
China,Shenzhen,2014,0,0,0
China,Shenzhen,2015,3.463867664,34.28874207,51.47103882
China,Shenzhen,2016,6.446020126,72.1276474,15.84210587
China,Shenzhen,2017,0,0,0
China,Shenzhen,2018,2.62187624,24.06121063,69.12404633
China,Shenzhen,2019,3.358006477,34.06784058,44.6756897
China,Shenzhen Shi,2018,6.705700874,70.8928299,22.00626755
China,Shenzhen Shi,2019,14.16008663,82.34073639,3.127024412
China,Shibei Qu,2018,3.589458704,34.26538849,59.36559296
China,Shibei Qu,2019,1.498876572,8.917211533,47.04390717
China,Shifeng District,2018,10.88326454,87.92783356,0.295037955
China,Shifeng District,2019,4.897810459,26.09544945,1.002340198
China,Shifeng Qu,2018,8.930109978,90.78759003,1.86E-09
China,Shifeng Qu,2019,3.608960629,26.96998405,67.90648651
China,Shigatse,2017,6.190505028,58.94066238,22.03648949
China,Shigatse,2018,3.279944181,22.65139198,68.80519867
China,Shigu Qu,2015,5.818479061,60.50642776,32.07043076
China,Shigu Qu,2016,8.055757523,85.19398499,6.435257912
China,Shigu Qu,2018,9.39741993,84.7673111,2.982523203
China,Shigu Qu,2019,0.495180309,3.584125757,93.65640259
China,Shihe District,2018,1.833545923,12.75829887,84.01225281
China,Shihe District,2019,6.604156971,72.82230377,13.13515854
China,Shihe Qu,2015,2.450294971,25.86259842,70.7834549
China,Shihe Qu,2016,1.164654374,7.181395054,89.6445694
China,Shihe Qu,2018,2.877030611,21.0916748,74.0032196
China,Shihe Qu,2019,0,0,0
China,Shihezi,2015,2.405601501,14.61417675,78.84578705
China,Shihezi,2016,8.273293495,85.87747955,5.230669022
China,Shihezi,2017,4.090424061,37.79225159,55.17173386
China,Shihezi,2018,2.839704037,37.79343033,48.36462784
China,Shihezi,2019,14.45300007,84.79529572,0.536804318
China,Shijiazhuang,2014,8.622136116,42.66064453,29.58625603
China,Shijiazhuang,2015,9.950574875,88.30562592,0.727801383
China,Shijiazhuang,2016,0,0,0
China,Shijiazhuang,2017,0.468654811,4.872879028,0.621762872
China,Shijiazhuang,2018,4.121733189,41.45741653,52.48414612
China,Shijiazhuang Shi,2018,0.289287329,2.482637882,95.39419556
China,Shijiazhuang Shi,2019,7.868024826,71.1783905,15.45405579
China,Shinan Qu,2018,2.519097567,14.8556881,0.608814418
China,Shinan Qu,2019,0,0,0
China,Shiyan,2017,0.270463467,2.465546608,1.984874725
China,Shiyan,2018,0,0,0
China,Shiyan Shi,2018,8.824426651,89.71317291,1.86E-09
China,Shiyan Shi,2019,0,0,0
China,Shizhong Qu,2015,6.410304546,44.33203125,46.40796661
China,Shizhong Qu,2016,8.934400558,90.83119965,9.31E-10
China,Shizhong Qu,2018,4.481380463,49.25302887,44.52398682
China,Shizhong Qu,2019,5.712678432,57.81386185,34.10480499
China,Shizuishan,2014,0.121434808,2.321903944,39.46019363
China,Shizuishan,2015,2.5590415,17.28437614,68.43968964
China,Shizuishan,2016,8.932024956,90.8070755,0
China,Shizuishan,2017,0,0,0
China,Shizuishan,2018,8.865811348,90.13388824,0
China,Shizuishan Shi,2018,0.438109875,2.853244781,3.006767988
China,Shizuishan Shi,2019,0,0,0
China,Shouguang,2014,8.560172081,87.99836731,2.839697123
China,Shouguang,2015,0,0,0
China,Shouguang,2016,7.359107971,64.4630661,18.11220551
China,Shouguang,2017,16.79267883,75.40154266,7.567370892
China,Shouguang,2018,7.870038509,82.94461823,8.833694458
China,Shouguang Shi,2018,0,0,0
China,Shouguang Shi,2019,0,0,0
China,Shuanglin Road,2018,8.515189171,88.21063232,3.205084085
China,Shuanglin Road,2019,1.188818336,8.629871368,88.39513397
China,Shuangluan Qu,2018,2.727370501,21.7399025,73.69281769
China,Shuangluan Qu,2019,1.093999863,10.92363548,41.30543518
China,Shuangqiao Qu,2018,2.654947758,16.79163361,72.17948914
China,Shuangqiao Qu,2019,0,0,0
China,Shuangqing District,2015,2.536350727,14.55035114,81.26331329
China,Shuangqing District,2016,3.060219288,26.95259857,66.69094086
China,Shuangqing District,2018,0.712700725,6.600978851,85.55749512
China,Shuangqing District,2019,1.448605299,11.17456913,82.07466888
China,Shuangta District,2015,2.04479599,21.95612717,11.20461941
China,Shuangta District,2016,8.882050514,90.29904938,0
China,Shuangta Qu,2015,10.58958149,89.27584839,0
China,Shuangta Qu,2016,1.298031807,17.03686714,19.36526299
China,Shuangta Qu,2018,18.15126419,41.15415955,39.1726799
China,Shuangta Qu,2019,9.818365097,86.63597107,2.556648731
China,Shuangyang District,2018,9.097089767,18.85022354,56.03566742
China,Shuangyang District,2019,14.46403122,29.4946022,55.04122543
China,Shuangyashan,2015,3.288362503,19.85898781,62.35645294
China,Shuangyashan,2016,0.549529493,5.14086628,92.79138184
China,Shuangyashan,2017,8.925298691,90.73870087,0
China,Shuangyashan,2018,1.060444832,6.630485058,91.21289063
China,Shuangyashan Shi,2018,8.916172981,90.64592743,0
China,Shuangyashan Shi,2019,0.547584116,5.117273808,93.5815506
China,Shuicheng Xian,2015,8.274492264,63.26118851,16.64880562
China,Shuicheng Xian,2016,15.99561501,1.653520584,81.37142944
China,Shuicheng Xian,2018,11.5512104,71.94148254,13.73332405
China,Shuicheng Xian,2019,0,0,0
China,Shuimogou Qu,2018,2.247820377,2.951503515,87.57753754
China,Shuimogou Qu,2019,8.025375366,80.73348999,5.981508732
China,Shuncheng Qu,2018,0.566674173,3.720041037,67.25327301
China,Shuncheng Qu,2019,0.292757094,2.512379646,96.53700256
China,Shunde Qu,2018,11.7660141,40.69724274,38.08713531
China,Shunde Qu,2019,1.878990769,2.59479785,95.14254761
China,Shunhe Huizuqu,2018,1.579517603,10.66815472,86.65892029
China,Shunhe Huizuqu,2019,0.290332735,2.491582632,95.73789215
China,Shunqing Qu,2018,1.891438365,11.07884884,84.47833252
China,Shunqing Qu,2019,10.98453045,27.58804893,56.03341675
China,Shunyi District,2018,3.805459023,41.39973831,26.05521011
China,Shunyi District,2019,5.148477554,47.02263641,47.35125351
China,Shuocheng District,2018,34.17617798,42.39460373,13.53850937
China,Shuocheng District,2019,9.695632935,26.58125114,60.47566605
China,Shuocheng Qu,2015,7.832912445,79.63298798,0
China,Shuocheng Qu,2016,2.205413103,17.48496056,77.14894104
China,Shuocheng Qu,2018,3.580247402,27.63914871,66.71294403
China,Shuocheng Qu,2019,9.711967468,29.60963631,50.67240524
China,Shuozhou,2017,8.926520348,11.98693752,78.74168396
China,Shuozhou,2018,23.60251617,73.57878876,2.800373316
China,Shuozhou Shi,2018,13.67584896,83.13452148,3.164504766
China,Shuozhou Shi,2019,2.528243303,10.3394804,85.90276337
China,Shushan Qu,2018,21.68911743,70.46430206,7.779423714
China,Shushan Qu,2019,7.037153244,35.17521667,47.76416016
China,Simao Qu,2015,1.054472446,9.18744278,83.33649445
China,Simao Qu,2016,0.817652345,2.443892717,96.36225128
China,Simao Qu,2018,1.156664133,10.81037903,80.25334167
China,Simao Qu,2019,13.66903496,49.68032837,36.52513885
China,Siming Qu,2018,8.41210556,10.7771368,80.63285828
China,Siming Qu,2019,1.949174047,14.87671852,82.65075684
China,Siping,2017,3.577749014,35.92035294,47.6109848
China,Siping,2018,3.40674758,24.61268616,70.01298523
China,Songshan Qu,2018,12.21294498,7.413432598,73.70684814
China,Songshan Qu,2019,0.553639889,5.17637682,94.09986877
China,Songyuan,2017,0.290785521,2.495467424,95.88716125
China,Songyuan,2018,3.332227468,15.65816498,80.150177
China,Sucheng Qu,2018,13.0056572,9.968455315,76.7851181
China,Sucheng Qu,2019,0.292908221,2.513728142,96.58882141
China,Suihua,2017,2.300865173,20.42254066,76.73153687
China,Suihua,2018,8.24475956,19.29961967,19.97244453
China,Suining,2017,11.41981506,13.35296726,74.85001373
China,Suining,2018,8.489418983,86.99921417,4.003507137
China,Suiyang Qu,2015,0.3772012,3.37858057,94.94185638
China,Suiyang Qu,2016,6.208650589,11.27441025,81.14518738
China,Suiyang Qu,2018,3.024099827,25.35101509,26.329813
China,Suiyang Qu,2019,10.88940048,52.26599121,31.61890411
China,Suizhou,2015,15.17778683,13.11517525,69.8637085
China,Suizhou,2016,0.293242991,2.516539097,96.69682312
China,Suizhou,2017,0.293241322,2.516553879,96.69740295
China,Suizhou,2018,0.290547371,2.493437767,95.80917358
China,Suizhou,2019,0.292372912,2.509105921,96.41120911
China,Suizhou Shi,2018,5.930576324,16.11340904,77.80872345
China,Suizhou Shi,2019,2.409286976,14.69757748,81.36525726
China,Suqian,2014,49.12566376,22.40636444,26.57075691
China,Suqian,2015,5.408228874,22.52412415,58.73564911
China,Suqian,2016,0.638932824,6.049457073,92.86702728
China,Suqian,2017,11.57976723,29.7811451,49.46096039
China,Suqian,2018,0.291813731,2.504321337,96.22737122
China,Suqian Shi,2018,12.79913521,14.08313274,69.28104401
China,Suqian Shi,2019,0.462045968,4.249004364,93.29906464
China,Suxian District,2015,7.895765781,16.47607613,71.3449707
China,Suxian District,2016,7.98786068,20.83876038,70.87984467
China,Suxian District,2018,1.436048508,9.478504181,87.3500824
China,Suxian District,2019,10.71113014,32.43964767,43.82990265
China,Suxian Qu,2018,1.589734674,15.76856804,81.86846924
China,Suxian Qu,2019,1.114881516,7.608985901,82.47904968
China,Suyu Qu,2018,0.291211903,2.499145746,96.02849579
China,Suyu Qu,2019,20.80644798,6.690406799,71.57032776
China,Suzhou,2014,5.603497028,52.24004745,41.70397568
China,Suzhou,2015,3.273713589,26.32657433,67.85301208
China,Suzhou,2016,0.899482846,8.71217823,89.98207092
China,Suzhou,2017,5.801097393,64.71177673,28.07956505
China,Suzhou,2018,4.971325874,47.17229843,46.66639709
China,Suzhou Qu,2015,8.922981262,90.71511841,0
China,Suzhou Qu,2016,7.887143612,81.56861877,9.736867905
China,Suzhou Qu,2018,8.024947166,82.85834503,8.737389565
China,Suzhou Qu,2019,1.866253495,20.63928795,30.02641678
China,Suzhou Shi,2018,4.699552059,51.52181244,42.81917572
China,Suzhou Shi,2019,6.551018715,72.50926208,17.66717148
China,Tacheng,2017,4.028803825,44.28020859,50.81903076
China,Tacheng,2018,8.912520409,90.60877991,0
China,Tacheng Shi,2015,8.738716125,89.30380249,0.902118087
China,Tacheng Shi,2016,8.906457901,90.54714203,0
China,Tacheng Shi,2018,18.54677582,39.65070343,33.81932831
China,Tacheng Shi,2019,3.909715176,9.130854607,31.19797897
China,Tai'an,2015,8.656645775,88.00745392,0
China,Tai'an,2016,8.870295525,90.17950439,0
China,Taian,2014,8.564115524,47.99437714,34.05744934
China,Taian,2015,8.892603874,90.40629578,2.98E-08
China,Taian,2016,8.828061104,89.74547577,0.961432993
